note_id,char,pinyin,english,rank,hsk,is_surname,tier,recommendation,tags
1768474725657,容,róng,Contain / Easy,442,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725658,欲,yù,Desire / Want,1045,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725659,复,fù,Repeat / Again,426,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725660,阳,yáng,Sun / Yang,650,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725661,申,shēn,Apply / State,1110,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725662,审,shěn,Examine / Judge,746,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725663,神,shén,God / Spirit,227,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725664,智,"<span class=""tone4"">zhì</span> <!-- zhi -->",Wisdom / Smart,885,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725665,暗,àn,Dark / Secret,829,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725666,辰,chén,Celestial body / Time,2317,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725667,晨,chén,Morning,1388,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725668,震,zhèn,Shake / Shock,1104,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725669,晴,"<span class=""tone2"">qíng</span> <!-- qing -->",Sunny,1968,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725670,暑,"<span class=""tone3"">shǔ</span> <!-- shu -->",Heat / Summer,2743,4,No,Tier 3: Lower-Freq (Rank 2501-3500),2 Cards or 1 Card,MBP-Intermediate
1768474725671,怪,guài,Strange / Monster,775,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725672,性,"<span class=""tone4"">xìng</span> <!-- xing -->",Nature / Sex,122,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725673,怀,huái,Bosom / Cherish,762,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725674,惊,"<span class=""tone1"">jīng</span> <!-- jing -->",Surprise / Scare,659,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725675,惜,xī,Cherish / Pity,1512,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725676,忆,"<span class=""tone4"">yì</span> <!-- yi -->",Remember / Memory,1333,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725677,悔,"<span class=""tone3"">huǐ</span> <!-- hui -->",Regret,1853,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725678,憾,hàn,Regret,2269,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725679,怖,"<span class=""tone4"">bù</span> <!-- bu -->",Terror / Scare,1776,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725680,怜,"<span class=""tone2"">lián</span> <!-- lian -->",Pity,1599,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725681,贯,"<span class=""tone4"">guàn</span> <!-- guan -->",Pierce / String,1478,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725682,惯,"<span class=""tone4"">guàn</span> <!-- guan -->",Habit / Accustom,1226,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725683,华,"<span class=""tone2"">huá</span> <!-- hua -->",surname Hua,412,5,Yes,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725684,克,kè,Gram / Overcome,262,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725685,党,dǎng,Party / Faction,411,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725686,掌,zhǎng,Palm / Control,890,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725687,堂,táng,Hall,980,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725688,甫,fǔ,Begin / Just,2152,N/A,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725689,葡,pú,Grape,2130,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725690,萄,táo,Grape,2210,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725691,缺,quē,Lack,875,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725692,筷,kuài,Chopsticks,3110,3,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-Intermediate
1768474725693,傅,fù,Teacher / Master,1887,4,Yes,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725694,博,bó,Abundant / Gamble,965,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725695,膊,bó,Shoulder / Arm,2440,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725696,薄,báo,Thin / Weak,1433,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725697,产,chǎn,Produce / Property,159,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725698,质,zhì,Quality / Nature,404,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725699,厅,tīng,Hall / Room,1217,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725700,厉,lì,Strict / Severe,1339,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725701,励,"<span class=""tone4"">lì</span> <!-- li -->",Encourage / Urge,1468,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725702,危,wēi,Danger,826,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725703,厨,chú,Kitchen / Cook,2132,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725704,登,dēng,Climb / Register,817,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725705,段,duàn,Segment / Section,567,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725706,锻,"<span class=""tone4"">duàn</span> <!-- duan -->",Forge / Exercise,2531,3,No,Tier 3: Lower-Freq (Rank 2501-3500),2 Cards or 1 Card,MBP-Intermediate
1768474725707,政,zhèng,Politics / Government,150,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725708,效,xiào,Effect / Efficacy,551,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725709,故,"<span class=""tone4"">gù</span> <!-- gu -->",Old / Story,572,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725710,散,sàn,Scatter / Relax,866,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725711,攻,"<span class=""tone1"">gōng</span> <!-- gong -->",Attack,588,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725712,败,"<span class=""tone4"">bài</span> <!-- bai -->",Defeat / Lose,862,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725713,敢,"<span class=""tone3"">gǎn</span> <!-- gan -->",Dare,795,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725714,聪,cōng,Clever / Wise,1669,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725715,敌,dí,Enemy,523,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725716,敬,"<span class=""tone4"">jìng</span> <!-- jing -->",Respect,1209,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725717,警,"<span class=""tone3"">jǐng</span> <!-- jing -->",Police / Warn,687,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725718,傲,ào,Proud / Arrogant,1960,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725719,熬,áo,Endure / Boil,2705,5,No,Tier 3: Lower-Freq (Rank 2501-3500),2 Cards or 1 Card,MBP-Intermediate
1768474725720,局,jú,Bureau / Office,483,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725721,居,jū,Reside / Dwell,678,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725722,层,céng,Layer / Floor,699,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725723,尝,"<span class=""tone2"">cháng</span> <!-- chang -->",Taste,1621,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725724,偿,"<span class=""tone2"">cháng</span> <!-- chang -->",Compensate,1329,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725725,属,"<span class=""tone3"">shǔ</span> <!-- shu -->",Belong to,610,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725726,尼,ní,Nun / Buddhist,654,N/A,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725727,届,jiè,Period / Session,1522,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),"leech, leech::toolkit-filtered, MBP-Intermediate"
1768474725728,尺,chǐ,Ruler / Unit,1474,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725729,尽,"<span class=""tone3"">jǐn</span> <!-- jin -->",Exhaust / Finish,488,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725730,迟,chí,Late,1374,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725731,屏,píng,Screen,1891,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725732,权,quán,Power / Right,297,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725733,观,"<span class=""tone4"">guàn</span> <!-- guan -->",Look / View,334,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725734,双,"<span class=""tone1"">shuāng</span> <!-- shuang -->",Pair / Double,581,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725735,摄,shè,Take photo / Absorb,1403,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725736,戏,"<span class=""tone4"">xì</span> <!-- xi -->",Drama / Play,1033,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725737,敲,"<span class=""tone1"">qiāo</span> <!-- qiao -->",Knock,1732,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725738,叔,shū,Uncle,1422,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725739,督,dū,Supervise,946,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725740,戚,qī,Relative,2316,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725741,椒,jiāo,Pepper,3187,5,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-Intermediate
1768474725742,血,"<span class=""tone4"">xuè</span> <!-- xue -->",Blood,658,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725743,益,yì,Benefit / Profit,649,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725744,温,"<span class=""tone1"">wēn</span> <!-- wen -->",Warm,867,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725745,监,"<span class=""tone1"">jiān</span> <!-- jian -->",Supervise / Prison,838,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725746,临,lín,Approach / Near,839,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725747,篮,lán,Basket,2357,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725748,蓝,lán,Blue,1190,3,Yes,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725749,盛,shèng,Flourishing / Fill(chéng),1142,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725750,盖,gài,Cover / Lid,1052,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725751,盟,méng,Alliance,1163,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725752,盐,"<span class=""tone2"">yán</span> <!-- yan -->",Salt,1885,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725753,盒,hé,Box,2067,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725754,宣,"<span class=""tone1"">xuān</span> <!-- xuan -->",Declare / Announce,770,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725755,宁,níng,Peace / Rather,1019,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725756,守,"<span class=""tone3"">shǒu</span> <!-- shou -->",Guard / Keep,796,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725757,灾,"<span class=""tone1"">zāi</span> <!-- zai -->",Disaster,1349,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725758,宗,"<span class=""tone1"">zōng</span> <!-- zong -->",Ancestor / Clan,727,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725759,奥,ào,Obscure / Olympic,972,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725760,祭,"<span class=""tone4"">Jì</span>",Sacrifice,1782,N/A,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725761,察,"<span class=""tone2"">chá</span> <!-- cha -->",Examine / Observe,564,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725762,擦,cā,Wipe,1761,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725763,赛,sài,Race / Match,1064,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725764,寒,hán,Cold,1297,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725765,塞,sāi,Plug / Fill,1080,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725766,春,"<span class=""tone1"">chūn</span> <!-- chun -->",Spring,921,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725767,奉,"<span class=""tone4"">fèng</span> <!-- feng -->",Offer / Serve,1382,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725768,棒,"<span class=""tone4"">bàng</span> <!-- bang -->",Stick / Great,2288,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725769,举,"<span class=""tone3"">jǔ</span> <!-- ju -->",Lift / Hold / Raise,586,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725770,择,"<span class=""tone2"">zé</span> <!-- ze -->",Select / Choose,961,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725771,播,"<span class=""tone1"">bō</span> <!-- bo -->",to scatter/ to broadcast,1275,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725772,释,"<span class=""tone4"">shì</span> <!-- shi -->",Release / Explain,813,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725773,译,"<span class=""tone4"">yì</span> <!-- yi -->",Translate,1198,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725774,悉,xī,Know / Familiar,1428,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725775,羽,yǔ,Feather / Wings,1865,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725776,翻,"<span class=""tone1"">fān</span> <!-- fan -->",Turn over / Translate,1027,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725777,扇,"<span class=""tone1"">shān</span> <!-- shan -->",Fan,1993,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725778,旁,páng,Beside / Side,981,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725779,童,tóng,Child,1229,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725780,竞,jìng,Compete,1100,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725781,章,zhāng,Chapter / Stamp,539,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725782,端,duān,End / Extremity,916,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725783,帝,dì,Emperor,612,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725784,商,"<span class=""tone1"">shāng</span> <!-- shang -->",Business / Commerce,402,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725785,橘,jú,Orange (fruit),3614,N/A,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-Intermediate
1768474725786,费,fèi,Fee / Waste,486,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725787,佛,fó,Buddha,771,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725788,聊,liáo,Chat,1932,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725789,贸,"<span class=""tone4"">mào</span> <!-- mao -->",Trade,1092,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725790,留,liú,Stay / Leave behind,554,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725791,债,zhài,Debt,1223,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725792,贴,tiē,Paste / Stick,1454,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725793,战,"<span class=""tone4"">zhàn</span> <!-- zhan -->",War / Fight,145,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725794,赔,péi,Compensate / Lose money,1734,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725795,财,cái,Wealth / Finance,680,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725796,贫,pín,Poor,1359,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725797,贷,dài,Loan,1605,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725798,贡,gòng,Tribute / Contribute,1548,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725799,参,"<span class=""tone1"">cān</span> <!-- can -->",Participate,507,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725800,类,lèi,Class / Kind,311,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725801,央,"<span class=""tone1"">yāng</span> <!-- yang -->",Center,800,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725802,英,"<span class=""tone1"">yīng</span> <!-- ying -->",English / Brave,371,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725803,映,"<span class=""tone4"">yìng</span> <!-- ying -->",Reflect / Shine,1316,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725804,换,huàn,Change / Exchange,824,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725805,奋,"<span class=""tone4"">fèn</span> <!-- fen -->",Strive / Excite,1268,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725806,夺,duó,Seize / Snatch,1199,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725807,莫,mò,Do not / No one,955,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725808,模,mó,Model / Pattern,689,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725809,幕,mù,Curtain / Screen,1315,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725810,膜,mó,Membrane / Film,1945,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725811,羡,xiàn,Envy,2732,4,No,Tier 3: Lower-Freq (Rank 2501-3500),2 Cards or 1 Card,MBP-Intermediate
1768474725812,慕,mù,Admire / Yearn,1990,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725813,存,cún,Exist / Store,384,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725814,李,lǐ,Plum / (Surname),472,3,Yes,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725815,享,"<span class=""tone3"">xiǎng</span> <!-- xiang -->",Enjoy,1227,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725816,亮,liàng,Bright,840,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725817,漂,piào,Beautiful / Drift,1568,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725818,熟,shú,Cooked / Ripe / Familiar,1035,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725819,孙,sūn,Grandson,995,4,Yes,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725820,获,"<span class=""tone4"">huò</span> <!-- huo -->",Obtain / Catch,688,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725821,献,"<span class=""tone4"">xiàn</span> <!-- xian -->",Offer / Dedicate,1192,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725822,默,mò,Silent,1031,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725823,独,dú,Alone,627,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725824,融,róng,Melt / Finance,1225,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725825,犯,fàn,Offend / Commit,767,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725826,狂,kuáng,Crazy,1147,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725827,猜,cāi,Guess,1598,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725828,检,jiǎn,Examine / Check,731,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725829,验,yàn,Test / Verify,534,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725830,险,"<span class=""tone3"">xiǎn</span> <!-- xian -->",Danger,672,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725831,脸,"<span class=""tone3"">liǎn</span> <!-- lian -->",Face,615,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725832,签,"<span class=""tone1"">qiān</span> <!-- qian -->",Sign / Visa,1254,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-Intermediate
1768474725833,斯,sī,This / (Suffix),168,6,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-Intermediate
