note_id,char,pinyin,english,rank,hsk,is_surname,tier,recommendation,tags
1768474724405,一,yī,One,2,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724406,二,èr,Two,157,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724407,三,sān,Three,125,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724408,十,shí,Ten,112,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724409,干,gān,Dry / Do,353,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724410,半,bàn,Half,513,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724411,人,rén,Person,7,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724412,从,cóng,From / Follow,98,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724413,个,gè,Individual,12,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724414,入,rù,Enter,210,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724415,什,shén,What,156,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724416,午,wǔ,Noon,1004,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724417,年,nián,Year,45,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724418,口,kǒu,Mouth,212,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724419,中,zhōng,Middle,14,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724420,叫,jiào,Call / Shout,387,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724421,八,bā,Eight,451,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724422,只,zhǐ,Only / M.W.,97,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724423,介,jiè,Introduce / Between,831,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724424,儿,ér,Son / Child,192,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724425,四,sì,Four,226,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724426,兄,xiōng,Elder Brother,1089,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724427,兑,duì,Exchange,2424,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724428,说,shuō,Speak,24,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724429,计,jì,Calculate / Plan,251,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724430,认,rèn,Recognize,213,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724431,识,shí,Know,340,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724432,⻢,,Horse,Unranked,N/A,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-1
1768474724433,吗,ma,Question Particle,453,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724434,骂,mà,Scold,1449,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724435,乙,yǐ,Second / Bend,1872,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724436,乞,qǐ,Beg,2429,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724437,吃,chī,Eat,475,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724438,气,qì,Air / Gas,217,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724439,飞,"<span class=""tone1"">fēi</span> <!-- fei -->",Fly,347,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724440,况,kuàng,Situation,419,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724441,日,rì,Sun / Day,101,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724442,旧,jiù,Old / Past,915,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724443,旦,dàn,Dawn,1300,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724444,但,dàn,But,95,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724445,早,zǎo,Early,462,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724446,唱,chàng,Sing,1252,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-1
1768474724447,电,diàn,Electricity,230,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724448,七,qī,Seven,530,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724449,化,huà,Change / Melt,178,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-1
1768474724450,白,bái,White,286,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724451,百,bǎi,Hundred,407,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724452,今,jīn,Today / Now,336,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724453,千,qiān,Thousand,599,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724454,舌,shé,Tongue,1958,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724455,话,huà,Speech,170,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724456,活,huó,Live / Alive,219,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724457,乱,luàn,Chaos / Messy,765,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724458,汽,qì,Steam / Vapor,1200,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724459,月,yuè,Moon / Month,169,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724460,用,yòng,Use,51,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724461,胖,pàng,Fat,1893,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724462,朋,péng,Friend,882,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724463,明,míng,Bright,121,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724464,习,xí,Practice / Habit,676,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724465,句,jù,Sentence,707,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724466,勺,sháo,Spoon,3275,4,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-2
1768474724467,的,de,Of,1,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724468,了,le,Particle,5,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724469,子,zǐ,Child / Son,37,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724470,寸,cùn,Inch,1904,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724471,时,shí,Time,25,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724472,过,guò,Pass / Cross,46,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724473,付,fù,Pay,820,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724474,讨,tǎo,Discuss,833,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724475,才,cái,Talent,235,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724476,牙,yá,Tooth,997,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724477,卜,bǔ,Divination,1979,N/A,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724478,上,shàng,Up,16,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724479,下,xià,Down,42,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724480,卡,kǎ,Card,717,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724481,吓,xià,Scare,1466,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724482,占,zhàn,Occupy,737,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724483,点,diǎn,Dot / O&#x27;clock,128,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724484,让,ràng,Let / Yield,339,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724485,止,zhǐ,Stop,596,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724486,正,zhèng,Correct,129,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724487,是,shì,Is / Yes,3,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724488,目,mù,Eye,239,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724489,自,zì,Self,43,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724490,面,miàn,Face / Noodle,74,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724491,身,shēn,Body,164,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724492,谢,xiè,Thank,897,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724493,弋,yì,Shoot,4265,N/A,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-2
1768474724494,代,dài,Replace / Generation,174,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724495,戈,gē,Dagger-axe,1695,N/A,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724496,手,shǒu,Hand,143,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724497,我,wǒ,I / Me,9,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724498,或,huò,Or,160,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724499,看,kàn,Look,76,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724500,担,dān,Carry / Burden,720,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724501,拍,pāi,Clap / Take photo,1167,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724502,提,tí,Lift / Mention,196,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724503,找,zhǎo,Find,466,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724504,木,mù,Wood,694,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724505,本,běn,Root / Book,92,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724506,体,tǐ,Body,149,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724507,末,mò,End / Tip,1164,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-2
1768474724508,米,mǐ,Rice,575,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-2
1768474724509,来,lái,Come,15,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724510,呆,dāi,Dull / Stay,1338,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724511,休,xiū,Rest,1082,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724512,桌,zhuō,Table,1193,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724513,相,xiāng,Mutual / Look,152,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724514,禾,hé,Grain,3587,N/A,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-3
1768474724515,和,hé,And / Harmony,19,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724516,种,zhǒng,Seed / Kind,57,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724517,香,xiāng,Fragrant,776,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724518,几,jǐ,How many,211,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724519,机,jī,Machine,111,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724520,心,xīn,Heart,90,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724521,想,xiǎng,Think / Want,99,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724522,息,xī,Breath / Rest,428,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724523,总,zǒng,Total / Always,228,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724524,怕,pà,Fear,631,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724525,己,jǐ,Self,162,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724526,记,jì,Remember,306,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724527,已,yǐ,Already,117,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724528,包,bāo,Bag / Wrap,454,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724529,土,tǔ,Earth,515,5,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724530,坐,zuò,Sit,611,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724531,吐,tǔ,Spit / Vomit,1653,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724532,肚,dù,Belly,1800,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724533,在,zài,At / In,6,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724534,走,zǒu,Walk,207,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724535,起,qǐ,Rise / Start,75,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724536,不,bù,No / Not,4,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724537,还,hái,Still / Return,80,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724538,坏,huài,Bad,832,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724539,杯,bēi,Cup,1396,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724540,么,me,Suffix,63,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724541,公,gōng,Public,115,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724542,台,tái,Platform,388,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724543,去,qù,Go,64,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724544,丢,diū,Lose,1639,4,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724545,法,fǎ,Law / Method,65,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724546,寺,sì,Temple,1892,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724547,等,děng,Wait / Class,158,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724548,⻔,mén,Door,Unranked,N/A,No,Tier 4: Rare / Surname (>3500 or Unranked),1 Card (Recognition Only),MBP-3
1768474724549,们,men,Plural marker,13,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724550,问,wèn,Ask,137,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724551,间,jiān,Between / Room,135,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724552,简,jiǎn,Simple,716,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724553,司,sī,Manage / Company,278,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724554,词,cí,Word,959,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724555,母,mǔ,Mother,565,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724556,每,měi,Every,359,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724557,也,yě,Also,31,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724558,他,tā,He,10,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724559,地,dì,Ground / Earth,21,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724560,小,xiǎo,Small,83,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724561,东,dōng,East,194,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724562,尔,ěr,You (literary),220,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724563,你,nǐ,You,32,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724564,您,nín,You (polite),726,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724565,大,dà,Big,17,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724566,太,tài,Too / Very,240,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724567,犬,quǎn,Dog,2649,6,No,Tier 3: Lower-Freq (Rank 2501-3500),2 Cards or 1 Card,MBP-3
1768474724568,哭,kū,Cry,1210,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724569,臭,chòu,Smelly / Stink,2105,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724570,然,"<span class=""tone2"">rán</span> <!-- ran -->",Correct / So,55,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724571,狗,gǒu,Dog,1281,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724572,决,jué,Decide,273,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724573,快,kuài,Fast,366,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724574,块,kuài,Piece / Lump,793,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724575,羊,yáng,Sheep,1337,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724576,着,zhe,Particle,41,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724577,样,yàng,Shape / Way,88,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724578,美,měi,Beautiful,151,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724579,力,lì,Power / Force,106,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724580,加,jiā,Add,166,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724581,边,biān,Side / Edge,316,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724582,办,bàn,Manage / Do,367,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724583,为,wèi,For / Because,18,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724584,另,lìng,Other,489,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724585,云,yún,Cloud,692,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724586,运,yùn,Transport / Luck,345,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724587,动,dòng,Move,73,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724588,会,huì,Meeting / Can,29,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724589,丁,dīng,Nail / Man,1168,6,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724590,打,dǎ,Hit,223,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724591,可,kě,Can / Able,30,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724592,哥,gē,Elder Brother,804,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724593,河,hé,River,574,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724594,奇,qí,Strange,563,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724595,骑,qí,Ride,1398,3,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724596,椅,yǐ,Chair,1663,1,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724597,以,yǐ,By / With,23,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724598,内,nèi,Inside,175,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724599,肉,ròu,Meat,1009,2,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724600,两,liǎng,Two (pair),133,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724601,再,zài,Again,242,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724602,同,tóng,Same,69,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724603,周,zhōu,Week / Cycle,490,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724604,王,wáng,King,299,5,Yes,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724605,全,quán,All / Whole,124,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724606,主,zhǔ,Master / Main,87,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724607,住,zhù,Live / Reside,309,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724608,注,zhù,Note/Attention / Pour,492,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724609,玉,yù,Jade,1001,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724610,国,guó,Country,20,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724611,回,huí,Return,172,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724612,因,yīn,Cause / Because,96,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724613,嗯,ńg,Hmm (Approval),2042,5,No,Tier 2: Intermediate (Rank 1001-2500),2 Cards (Recognition + Recall),MBP-3
1768474724614,行,xíng,Walk / OK,53,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724615,得,dé,Get / Obtain,39,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724616,往,wǎng,Towards,369,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724617,金,jīn,Gold,260,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724618,钟,zhōng,Clock / Bell,905,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724619,天,tiān,Sky / Day,78,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724620,关,guān,Close / Pass,127,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724621,送,sòng,Deliver / Send,656,2,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724622,开,kāi,Open,94,1,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724623,算,suàn,Calculate,403,3,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
1768474724624,并,bìng,Combine / And,141,4,No,Tier 1: Core (Rank 1-1000),2 Cards (Recognition + Recall),MBP-3
